,GeneID,Function,OrganismID
152,2541189168,OhcC,Desulfococcus_oleovorans_Hxd3
153,2646276433,OhcC,Desulfatibacillum_aliphaticivorans_DSM_15576_
154,2502436055,NhcA,Desulfobacterales_sp._PC51MH44
155,2562336769,NhcA,Desulfobacterales_sp._S5133MH16
156,649925482,NhcA,Desulfosarcina_sp._BuS5
157,2558014992,NhcA,Desulfococcus_biacutus_KMRActS
158,2523915479,NhcA,Desulfonema_limicola_Jadebusen_DSM_2076
159,OEU44548.1,NhcA,Desulfosarcina_variabilis_Montpellier
160,2502436057,NhcC,Desulfobacterales_sp._PC51MH44
161,2523114661,NhcC,Desulfobacterales_sp._S5133MH16
162,2588101451,NhcC,Desulfosarcina_sp._BuS5
163,2562336771,NhcC,Desulfococcus_biacutus_KMRActS
164,649925480,NhcC,Desulfonema_limicola_Jadebusen_DSM_2076
165,2558014990,NhcC,Desulfosarcina_variabilis_Montpellier
166,2523915477,NhcC,Desulfatirhabdium_butyrativorans_DSM_18734
167,MBA3019351.1,TmcA,Seep-SRB1a_sp013792055
168,RZB29848.1,TmcA,Eth-SRB1_sp004193555
169,CAD7777609.1,TmcA,HotSeep1_E37_DN
170,CAD7776343.1,TmcA,HotSeep1_E50_DN
171,AMM41050.1,TmcA,HotSeep1_sp001577525
172,IEOPGEAI_00706,TmcA,HotSeep1_B50
173,OEU63923.1,TmcA,Eth-SRB2_sp00175005
174,OEU57700.1,TmcA,Seep-SRB1g_sp001751015_a
175,OEU55938.1,TmcA,Seep-SRB1g_sp001751015_b
176,MBC2694439.1,TmcA,Seep-SRB1a_sp014237365
177,MBC2718749.1,TmcA,Seep-SRB1a_sp014237365a
178,MBT9438295.1,TmcA,Seep-SRB1a_sp._S7142MS3
179,OLHCEBFO_01508,TmcA,Desulfofervidaceae_sp._PB11946FWG155
180,BEFNOMPG_00678,TmcA,Candidatus Desulfofervidus auxilli_sp._PB12019FWG170
181,DHEMDEKC_00935,TmcA,Seep-SRB1a_sp._SM14434AFWG171
182,GLOGJPLJ_01213,TmcA,Desulfofervidaceae sp. PB_NA091.008_B6
183,LCGKHOPJ_00970,TmcA,Seep-SRB1a_sp._SM7147B
184,Ga0402054_bin3_416,TmcA,Seep-SRB1a_sp._CR9063A
185,Ga0402057_bin2_2566,TmcA,Seep-SRB1a_sp._CR9063B
186,Ga0402080_bin2_1224,TmcA,Seep-SRB1a_sp._SM7059A
187,Ga0402010_bin2_330,TmcA,Seep-SRB1g_sp._CR10073A
188,Ga0402030_bin2_573,TmcA,Seep-SRB1g_sp._CR10073B
189,OEU44478.1,TmcA,S7086C20 sp001751075
190,OEU44649.1,TmcA,C00003060 sp001751085
191,HID58490.1,TmcA,JABXJX01 sp013375375
192,NVL91106.1,TmcA,
193,NVL91102.1,TmcA,
194,NVL90554.1,TmcA,JABXJW01 sp013375395
195,MBA3019353.1,TmcA_DSC,Seep-SRB1a_sp013792055
196,MBA3017486.1,TmcA_DSC,
197,RZB29850.1,TmcA_DSC,Eth-SRB1_sp004193555
198,OEU59080.1,TmcA_DSC,Seep-SRB1g_sp001751015_a
199,MBC2696693.1,TmcA_DSC,Seep-SRB1a_sp014237365
200,MBC2721007.1,TmcA_DSC,Seep-SRB1a_sp014237365a
201,MBT9438709.1,TmcA_DSC,Seep-SRB1a_sp._S7142MS3
202,MBT9437608.1,TmcA_DSC,
203,DHEMDEKC_02231,TmcA_DSC,Seep-SRB1a_sp._SM14434AFWG171
204,EOKBJDCF_01648,TmcA_DSC,Seep-SRB1a_sp._SM14434BFWG172
205,LCGKHOPJ_00384,TmcA_DSC,Seep-SRB1a_sp._SM7147B
206,Ga0402054_bin3_2140,TmcA_DSC,Seep-SRB1a_sp._CR9063A
207,Ga0402057_bin2_1469,TmcA_DSC,Seep-SRB1a_sp._CR9063B
208,Ga0402080_bin2_1188,TmcA_DSC,Seep-SRB1a_sp._SM7059A
209,Ga0402080_bin2_671,TmcA_DSC,Seep-SRB1a_sp._SM7059A
210,Ga0402010_bin2_324,TmcA_DSC,Seep-SRB1g_sp._CR10073A
211,Ga0402030_bin2_566,TmcA_DSC,Seep-SRB1g_sp._CR10073B
212,MBA3019352.1,TmcB,Seep-SRB1a_sp013792055
213,RZB29847.1,TmcB,Eth-SRB1_sp004193555
214,CAD7777605.1,TmcB,HotSeep1_E37_DN
215,CAD7776337.1,TmcB,HotSeep1_E50_DN
216,AMM41049.1,TmcB,HotSeep1_sp001577525
217,IEOPGEAI_00707,TmcB,HotSeep1_B50
218,OEU63922.1,TmcB,Eth-SRB2_sp00175005
219,OEU55939.1,TmcB,Seep-SRB1g_sp001751015_b
220,MBC2694438.1,TmcB,Seep-SRB1a_sp014237365
221,MBC2718748.1,TmcB,Seep-SRB1a_sp014237365a
222,MBT9438708.1,TmcB,Seep-SRB1a_sp._S7142MS3
223,MBT9438296.1,TmcB,
224,OLHCEBFO_01509,TmcB,Desulfofervidaceae_sp._PB11946FWG155
225,DHEMDEKC_00936,TmcB,Seep-SRB1a_sp._SM14434AFWG171
226,EOKBJDCF_00667,TmcB,Seep-SRB1a_sp._SM14434BFWG172
227,GLOGJPLJ_01214,TmcB,Desulfofervidaceae sp. PB_NA091.008_B6
228,LCGKHOPJ_00971,TmcB,Seep-SRB1a_sp._SM7147B
229,Ga0402054_bin3_415,TmcB,Seep-SRB1a_sp._CR9063A
230,Ga0402057_bin2_2567,TmcB,Seep-SRB1a_sp._CR9063B
231,Ga0402080_bin2_1223,TmcB,Seep-SRB1a_sp._SM7059A
232,Ga0402080_bin2_670,TmcB,Seep-SRB1a_sp._SM7059A
233,Ga0402010_bin2_329,TmcB,Seep-SRB1g_sp._CR10073A
234,Ga0402030_bin2_572,TmcB,Seep-SRB1g_sp._CR10073B
235,OEU44650.1,TmcB,S7086C20 sp001751075
236,HID58489.1,TmcB,DTYH01 sp012961955
237,NVL91105.1,TmcB,JABXJX01 sp013375375
238,NVL91101.1,TmcB,
239,NVL90553.1,TmcB,
240,NVM21707.1,TmcB,JABXJW01 sp013375395
241,MBA3019351.1,TmcC,Seep-SRB1a_sp013792055
242,RZB29848.1,TmcC,Eth-SRB1_sp004193555
243,CAD7777609.1,TmcC,HotSeep1_E37_DN
244,CAD7776343.1,TmcC,HotSeep1_E50_DN
245,AMM41050.1,TmcC,HotSeep1_sp001577525
246,IEOPGEAI_00706,TmcC,HotSeep1_B50
247,OEU63923.1,TmcC,Eth-SRB2_sp00175005
248,OEU57700.1,TmcC,Seep-SRB1g_sp001751015_a
249,OEU55938.1,TmcC,Seep-SRB1g_sp001751015_b
250,MBC2694439.1,TmcC,Seep-SRB1a_sp014237365
251,MBC2718749.1,TmcC,Seep-SRB1a_sp014237365a
252,MBT9438295.1,TmcC,Seep-SRB1a_sp._S7142MS3
253,OLHCEBFO_01508,TmcC,Desulfofervidaceae_sp._PB11946FWG155
254,BEFNOMPG_00678,TmcC,Candidatus Desulfofervidus auxilli_sp._PB12019FWG170
255,DHEMDEKC_00935,TmcC,Seep-SRB1a_sp._SM14434AFWG171
256,GLOGJPLJ_01213,TmcC,Desulfofervidaceae sp. PB_NA091.008_B6
257,LCGKHOPJ_00970,TmcC,Seep-SRB1a_sp._SM7147B
258,Ga0402054_bin3_416,TmcC,Seep-SRB1a_sp._CR9063A
259,Ga0402057_bin2_2566,TmcC,Seep-SRB1a_sp._CR9063B
260,Ga0402080_bin2_1224,TmcC,Seep-SRB1a_sp._SM7059A
261,Ga0402010_bin2_330,TmcC,Seep-SRB1g_sp._CR10073A
262,Ga0402030_bin2_573,TmcC,Seep-SRB1g_sp._CR10073B
263,OEU44478.1,TmcC,S7086C20 sp001751075
264,OEU44649.1,TmcC,S7086C20 sp001751075
265,HID58490.1,TmcC,DTYH01 sp012961955
266,NVL91106.1,TmcC,JABXJX01 sp013375375
267,NVL91102.1,TmcC,
268,NVL90554.1,TmcC,
269,NVM21708.1,TmcC,JABXJW01 sp013375395
270,MBA3019351.1,TmcD,Seep-SRB1a_sp013792055
271,RZB29848.1,TmcD,Eth-SRB1_sp004193555
272,CAD7777609.1,TmcD,HotSeep1_E37_DN
273,CAD7776343.1,TmcD,HotSeep1_E50_DN
274,AMM41050.1,TmcD,HotSeep1_sp001577525
275,IEOPGEAI_00706,TmcD,HotSeep1_B50
276,OEU63923.1,TmcD,Eth-SRB2_sp00175005
277,OEU57700.1,TmcD,Seep-SRB1g_sp001751015_a
278,OEU55938.1,TmcD,Seep-SRB1g_sp001751015_b
279,MBC2694439.1,TmcD,Seep-SRB1a_sp014237365
280,MBC2718749.1,TmcD,Seep-SRB1a_sp014237365a
281,MBT9438295.1,TmcD,Seep-SRB1a_sp._S7142MS3
282,OLHCEBFO_01508,TmcD,Desulfofervidaceae_sp._PB11946FWG155
283,BEFNOMPG_00678,TmcD,Candidatus Desulfofervidus auxilli_sp._PB12019FWG170
284,DHEMDEKC_00935,TmcD,Seep-SRB1a_sp._SM14434AFWG171
285,GLOGJPLJ_01213,TmcD,Desulfofervidaceae sp. PB_NA091.008_B6
286,LCGKHOPJ_00970,TmcD,Seep-SRB1a_sp._SM7147B
287,Ga0402054_bin3_416,TmcD,Seep-SRB1a_sp._CR9063A
288,Ga0402057_bin2_2566,TmcD,Seep-SRB1a_sp._CR9063B
289,Ga0402080_bin2_1224,TmcD,Seep-SRB1a_sp._SM7059A
290,Ga0402010_bin2_330,TmcD,Seep-SRB1g_sp._CR10073A
291,Ga0402030_bin2_573,TmcD,Seep-SRB1g_sp._CR10073B
292,OEU44478.1,TmcD,S7086C20 sp001751075
293,OEU44649.1,TmcD,C00003060 sp001751085
294,HID58490.1,TmcD,JABXJX01 sp013375375
295,NVL91106.1,TmcD,
296,NVL91102.1,TmcD,
297,NVL90554.1,TmcD,JABXJW01 sp013375395
298,2513992634,nfnA,Desulfobacterales_sp._PC51MH44
299,2502437831,nfnA,Desulfobacterales_sp._S5133MH16
300,2524230811,nfnA,Desulfosarcina_sp._BuS5
301,2508602348,nfnA,Desulfococcus_biacutus_KMRActS
302,2524511884,nfnA,Desulfonema_limicola_Jadebusen_DSM_2076
303,2523439577,nfnA,Desulfosarcina_variabilis_Montpellier
304,2523440908,nfnA,Desulfatirhabdium_butyrativorans_DSM_18734
305,2503696125,nfnA,Desulfobacter_postgatei_2ac9
306,2523116068,nfnA,Desulfobacula_toluolica_Tol2
307,2588103127,nfnA,Desulforegula_conservatrix_Mb1Pa_DSM_13527
308,2527180030,nfnA,Desulforegula_conservatrix_Mb1Pa_DSM_13527
309,2504153670,nfnA,Desulfococcus_oleovorans_Hxd3
310,649926972,nfnA,Desulfatibacillum_aliphaticivorans_DSM_15576_
311,2558014037,nfnA,Desulfatibacillum_alkenivorans_DSM_16219
312,2541189670,nfnA,Desulfobacterium_anilini_DSM_4660
313,2646275785,nfnA,Desulfobacca_acetoxidans_ASRB2_DSM_11109
314,2595075517,nfnA,Desulfocapsa_sulfexigens_DSM_10523
315,2524270929,nfnA,Desulfobulbus_propionicus_1pr3_DSM_2032
316,2524271386,nfnA,Desulfobulbus_elongatus_DSM_2908
317,Ga0123269_12356,nfnA,Desulfobulbus_mediterraneus_DSM_13871
318,OEU82212.1,nfnA,Desulfocurvus_vexinensis_DSM_17965
319,OEU56178.1,nfnA,Desulfovibrio_vulgaris_RCH1
320,OEU46805.1,nfnA,Desulfonatronum_thioautotrophicum_ASO4_1
321,2513992635,nfnB,Desulfobacterales_sp._PC51MH44
322,2502437832,nfnB,Desulfobacterales_sp._S5133MH16
323,2524230812,nfnB,Desulfosarcina_sp._BuS5
324,2508602347,nfnB,Desulfococcus_biacutus_KMRActS
325,2524511885,nfnB,Desulfonema_limicola_Jadebusen_DSM_2076
326,2523439576,nfnB,Desulfosarcina_variabilis_Montpellier
327,2523440909,nfnB,Desulfatirhabdium_butyrativorans_DSM_18734
328,2503696126,nfnB,Desulfobacter_postgatei_2ac9
329,2523116067,nfnB,Desulfobacula_toluolica_Tol2
330,2588103128,nfnB,Desulforegula_conservatrix_Mb1Pa_DSM_13527
331,2527180031,nfnB,Desulforegula_conservatrix_Mb1Pa_DSM_13527
332,2504153671,nfnB,Desulfococcus_oleovorans_Hxd3
333,649926973,nfnB,Desulfatibacillum_aliphaticivorans_DSM_15576_
334,2558014036,nfnB,Desulfatibacillum_alkenivorans_DSM_16219
335,2541189669,nfnB,Desulfobacterium_anilini_DSM_4660
336,2646275786,nfnB,Desulfobacca_acetoxidans_ASRB2_DSM_11109
337,2595075516,nfnB,Desulfocapsa_sulfexigens_DSM_10523
338,2524270928,nfnB,Desulfobulbus_propionicus_1pr3_DSM_2032
339,2524271387,nfnB,Desulfobulbus_elongatus_DSM_2908
340,Ga0123269_12357,nfnB,Desulfobulbus_mediterraneus_DSM_13871
341,OEU82213.1,nfnB,Desulfocurvus_vexinensis_DSM_17965
342,OEU56177.1,nfnB,Desulfovibrio_vulgaris_RCH1
343,OEU46804.1,nfnB,Desulfonatronum_thioautotrophicum_ASO4_1
344,OEU61607.1,etfA,Desulfobacterales_sp._PC51MH44
345,OEU62928.1,etfA,Desulfobacterales_sp._S5133MH16
346,2513990102,etfA,Desulfobacterales_sp._S5133MH16
347,2513990974,etfA,Desulfobacterales_sp._S5133MH16
348,2512526982,etfA,Desulfobacterales_sp._S5133MH16
349,2512527415,etfA,Desulfobacterales_sp._S5133MH16
350,2502445893,etfA,Desulfobacterales_sp._S5133MH16
351,2502446111,etfA,Desulfobacterales_sp._S5133MH16
352,2502432386,etfA,Desulfobacterales_sp._S5133MH16
353,2502433428,etfA,Desulfobacterales_sp._S5133MH16
354,2502434788,etfA,Desulfobacterales_sp._S5133MH16
355,2502439571,etfA,Desulfobacterales_sp._S5133MH16
356,2502440324,etfA,Desulfosarcina_sp._BuS5
357,2524232321,etfA,Desulfococcus_biacutus_KMRActS
358,2524233492,etfA,Desulfococcus_biacutus_KMRActS
359,2508602804,etfA,Desulfococcus_biacutus_KMRActS
360,2524511458,etfA,Desulfococcus_biacutus_KMRActS
361,2524509296,etfA,Desulfococcus_biacutus_KMRActS
362,2523440234,etfA,Desulfococcus_biacutus_KMRActS
363,2503697235,etfA,Desulfococcus_biacutus_KMRActS
364,2523114126,etfA,Desulfococcus_biacutus_KMRActS
365,2588101328,etfA,Desulfococcus_biacutus_KMRActS
366,2527180106,etfA,Desulfonema_limicola_Jadebusen_DSM_2076
367,2527181327,etfA,Desulfosarcina_variabilis_Montpellier
368,2527181505,etfA,Desulfatirhabdium_butyrativorans_DSM_18734
369,2527182486,etfA,Desulfobacter_postgatei_2ac9
370,2504154076,etfA,Desulfobacula_toluolica_Tol2
371,2504154076,etfA,Desulfobacula_toluolica_Tol2
372,2562336299,etfA,Desulfobacula_toluolica_Tol2
373,2562336300,etfA,Desulfobacula_toluolica_Tol2
374,649926857,etfA,Desulfobacula_toluolica_Tol2
375,649926857,etfA,Desulfobacula_toluolica_Tol2
376,2558015557,etfA,Desulfobacula_toluolica_Tol2
377,2558015557,etfA,Desulfobacula_toluolica_Tol2
378,2523916324,etfA,Desulfobacula_toluolica_Tol2
379,2523916324,etfA,Desulfobacula_toluolica_Tol2
380,2523440234,etfA,Desulfobacula_toluolica_Tol2
381,OEU80403.1,etfA,Desulfobacula_toluolica_Tol2
382,OEU80575.1,etfA,Desulfobacula_toluolica_Tol2
383,OEU81531.1,etfA,Desulfobacula_toluolica_Tol2
384,OEU44842.1,etfA,Desulfobacula_toluolica_Tol2
385,OEU45296.1,etfA,Desulforegula_conservatrix_Mb1Pa_DSM_13527
386,OEU45440.1,etfA,Desulfococcus_oleovorans_Hxd3
387,OEU44842.1,etfA,Desulfatibacillum_aliphaticivorans_DSM_15576_
388,OEU60987.1,etfA,Desulfatibacillum_alkenivorans_DSM_16219
389,OEU60987.1,etfA,Desulfobacterium_anilini_DSM_4660
390,OEU55707.1,etfA,Desulfobacca_acetoxidans_ASRB2_DSM_11109
391,OEU55707.1,etfA,Desulfocapsa_sulfexigens_DSM_10523
392,Ga0123269_15051,etfA,Desulfobulbus_propionicus_1pr3_DSM_2032
393,Ga0402030_bin2_1537,etfA,Desulfobulbus_elongatus_DSM_2908
394,Ga0402030_bin2_1537,etfA,Desulfobulbus_mediterraneus_DSM_13871
395,OEU83940.1,etfA,Desulfocurvus_vexinensis_DSM_17965
396,OEU83940.1,etfA,Desulfovibrio_vulgaris_RCH1
397,OEU54922.1,etfA,Desulfonatronum_thioautotrophicum_ASO4_1
398,OEU54922.1,etfA,Desulfomicrobium_escambiense_DSM_10707
399,OEU48425.1,etfA,Shewanella_oneidensis_MR_1
400,OEU48426.1,etfA,Desulfobacterales_sp._S3730MH5_(Seep_SRB1c)
401,PXF59921.1,etfA,Desulfobacterales_sp._C00003060_(Seep_SRB1c)
402,PXF59921.1,etfA,Desulfobacterales_sp._S5133MH4_(Seep_SRB1c)
403,PXF56020.1,etfA,Desulfobacterales_sp._S7086C20_(Seep_SRB1c)
404,PXF56020.1,etfA,Seep-SRB1g_sp._C00003104
405,WP_066064793.1,etfA,Seep-SRB1g_sp._C00003106
