,GeneID,Function,OrganismID
76,0,cobS,Seep-SRB2_sp._1_(str._G37)
77,0,cobS,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
78,0,cobS,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
79,0,cobS,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
80,0,cobS,Seep-SRB2_sp._2_(str._FWG173)
81,0,cobS,Seep-SRB2_sp._2_(str._FWG174)
82,0,cobS,Seep-SRB2_sp._3_(str._002367355)
83,PXF60368.1,cobS,Seep-SRB2_sp._4_(str._E20)
84,RKX59813.1,cobS,Seep-SRB2_sp._5_(str._003645605)
85,0,cobS,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
86,0,cobS,Seep-SRB2_sp._7_(str._ML8_D)
87,0,cobS,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
88,0,cobS,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
89,0,cobS,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
90,0,cobS,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
91,0,cobS,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
92,0,cobS,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
93,0,cobS,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
94,"MBC8200090.1,",cobS,JACNLL01_sp014381545
95,"NQT09650.1,",cobS,JACNLL01_sp013202725
96,0,cobS,Eth-SRB1_sp004193555
97,0,cobS,Eth-SRB1_sp019314185
98,0,cobS,Eth-SRB1_sp019313565
99,0,cobS,Seep-SRB1a_sp._1_(str._013792055)
100,0,cobS,Seep-SRB1a_sp._2_(str._CR9063A)
101,0,cobS,Seep-SRB1a_sp._2_(str._CR9063B)
102,0,cobS,Seep-SRB1a_sp._2_(str._CR9063C)
103,0,cobS,Seep-SRB1a_sp._3_(str._014237195)
104,0,cobS,Seep-SRB1a_sp._3_(str._014237365)
105,0,cobS,Seep-SRB1a_sp._4_(str._FWG171)
106,0,cobS,Seep-SRB1a_sp._4_(str._FWG172)
107,0,cobS,Seep-SRB1a_sp._5_(str._20073_SRB)
108,0,cobS,Seep-SRB1a_sp._5_(str._20074_SRB)
109,0,cobS,Seep-SRB1a_sp._5_(str._S7142MS3)
110,0,cobS,Seep-SRB1a_sp._5_(str._SM7059A)
111,0,cobS,Seep-SRB1a_sp._6_(str._003647525)
112,0,cobS,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
113,0,cobS,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
114,0,cobS,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
115,0,cobS,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
116,0,cobS,S7086C20_sp001751075
117,0,cobS,C00003060_sp001751085
118,0,cobS,B60-G16_sp003647275
119,"RLB93666.1,RLC10445.1,",cobS,B23-G16_sp003647435
120,"RLB93666.1,RLC10445.1,",cobS,B23-G16_sp003647435
121,0,cobS,DTYH01_sp012961955
122,0,cobS,JABXJX01_sp013375375
123,0,cobS,JABXJW01_sp013375395
124,0,cobS,Seep-SRB1g_sp._AB_1215_Bin_34
125,0,cobS,Seep-SRB1g_(str._C00003104)
126,0,cobS,Seep-SRB1g_(str._C00003106)
127,0,cobS,Seep-SRB1g_(str._CR10073A)
128,0,cobS,Seep-SRB1g_(str._CR10073B)
129,0,cobS,Seep-SRB1g_(str._S7142MS4)
130,0,cobT,Candidatus_Desulfofervidaceae_sp._1
131,0,cobT,Candidatus_Desulfofervidaceae_sp._2
132,0,cobT,Desulfofervidales_sp._FWG156
133,AMM41128.1,cobT,HotSeep1
134,IEOPGEAI_00794,cobT,HotSeep1_B50
135,embCAD7777948.1,cobT,HotSeep1_E37
136,0,cobT,HotSeep1_E50
137,LWW90_06570,cobT,HotSeep1_FWG170
138,WP_163298494.1,cobT,Dissulfurirhabdus_thermomarina_ASM1049943v1
139,WP_169755437.1,cobT,Dissulfurirhabdus_thermomarina_ASM1297923v1
140,"DIFG01000077.1_34,",cobT,UBA5754_sp002419025
141,PXF55392.1,cobT,Seep-SRB2_sp._1_(str._G37)
142,"MBW2098771.1,",cobT,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
143,"MBW1967800.1,",cobT,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
144,"MBW1947513.1,",cobT,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
145,0,cobT,Seep-SRB2_sp._2_(str._FWG173)
146,"LWX01_06510,",cobT,Seep-SRB2_sp._2_(str._FWG174)
147,"DFBQ01000208.1_2,",cobT,Seep-SRB2_sp._3_(str._002367355)
148,0,cobT,Seep-SRB2_sp._4_(str._E20)
149,"RKX59426.1,",cobT,Seep-SRB2_sp._5_(str._003645605)
150,"MBW2163200.1,",cobT,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
151,0,cobT,Seep-SRB2_sp._7_(str._ML8_D)
152,0,cobT,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
153,0,cobT,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
154,0,cobT,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
155,0,cobT,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
156,0,cobT,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
157,0,cobT,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
158,0,cobT,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
159,"MBC8200091.1,",cobT,JACNLL01_sp014381545
160,"NQT09952.1,",cobT,JACNLL01_sp013202725
161,"RZB29582.1,",cobT,Eth-SRB1_sp004193555
162,"MBW2663589.1,",cobT,Eth-SRB1_sp019314185
163,"MBW2569626.1,",cobT,Eth-SRB1_sp019313565
164,"MBA3017105.1,",cobT,Seep-SRB1a_sp._1_(str._013792055)
165,"LWX51_13665,",cobT,Seep-SRB1a_sp._2_(str._CR9063A)
166,"LWX08_04870,",cobT,Seep-SRB1a_sp._2_(str._CR9063B)
167,"LWX02_02130,",cobT,Seep-SRB1a_sp._2_(str._CR9063C)
168,"MBC2695879.1,",cobT,Seep-SRB1a_sp._3_(str._014237195)
169,"MBC2720192.1,",cobT,Seep-SRB1a_sp._3_(str._014237365)
170,"LWW98_08995,",cobT,Seep-SRB1a_sp._4_(str._FWG171)
171,"LWW97_05565,",cobT,Seep-SRB1a_sp._4_(str._FWG172)
172,0,cobT,Seep-SRB1a_sp._5_(str._20073_SRB)
173,0,cobT,Seep-SRB1a_sp._5_(str._20074_SRB)
174,"MBT9440118.1,",cobT,Seep-SRB1a_sp._5_(str._S7142MS3)
175,"LWX54_14995,",cobT,Seep-SRB1a_sp._5_(str._SM7059A)
176,0,cobT,Seep-SRB1a_sp._6_(str._003647525)
177,"MBW2738124.1,MBW2738306.1,",cobT,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
178,"MBW2167360.1,",cobT,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
179,0,cobT,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
180,0,cobT,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
181,"OEU45014.1,",cobT,S7086C20_sp001751075
182,"OEU78632.1,",cobT,C00003060_sp001751085
183,"RLB81640.1,",cobT,B60-G16_sp003647275
184,"RLB93665.1,RLC12912.1,RLC07732.1,",cobT,B23-G16_sp003647435
185,"RLB93665.1,RLC12912.1,RLC07732.1,",cobT,B23-G16_sp003647435
186,0,cobT,DTYH01_sp012961955
187,"NVL89655.1,",cobT,JABXJX01_sp013375375
188,"NVM23047.1,",cobT,JABXJW01_sp013375395
189,0,cobT,Seep-SRB1g_sp._AB_1215_Bin_34
190,0,cobT,Seep-SRB1g_(str._C00003104)
191,"OEU53498.1,",cobT,Seep-SRB1g_(str._C00003106)
192,"LWX52_08550,",cobT,Seep-SRB1g_(str._CR10073A)
193,"LWX55_13930,",cobT,Seep-SRB1g_(str._CR10073B)
194,0,cobT,Seep-SRB1g_(str._S7142MS4)
195,0,cobU,Candidatus_Desulfofervidaceae_sp._1
196,0,cobU,Candidatus_Desulfofervidaceae_sp._2
197,0,cobU,Desulfofervidales_sp._FWG156
198,AMM41129.1,cobU,HotSeep1
199,IEOPGEAI_00793,cobU,HotSeep1_B50
200,embCAD7777951.1,cobU,HotSeep1_E37
201,0,cobU,HotSeep1_E50
202,LWW90_06575,cobU,HotSeep1_FWG170
203,WP_163298504.1,cobU,Dissulfurirhabdus_thermomarina_ASM1049943v1
204,WP_169755438.1,cobU,Dissulfurirhabdus_thermomarina_ASM1297923v1
205,"DIFG01000077.1_33,",cobU,UBA5754_sp002419025
206,PXF55393.1,cobU,Seep-SRB2_sp._1_(str._G37)
207,"MBW2098770.1,",cobU,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
208,"MBW1967799.1,",cobU,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
209,"MBW1947512.1,",cobU,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
210,"LWW99_11470,",cobU,Seep-SRB2_sp._2_(str._FWG173)
211,"LWX01_06470,",cobU,Seep-SRB2_sp._2_(str._FWG174)
212,"DFBQ01000208.1_3,",cobU,Seep-SRB2_sp._3_(str._002367355)
213,0,cobU,Seep-SRB2_sp._4_(str._E20)
214,0,cobU,Seep-SRB2_sp._5_(str._003645605)
215,0,cobU,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
216,0,cobU,Seep-SRB2_sp._7_(str._ML8_D)
217,0,cobU,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
218,0,cobU,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
219,0,cobU,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
220,0,cobU,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
221,0,cobU,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
222,0,cobU,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
223,0,cobU,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
224,"MBC8200092.1,",cobU,JACNLL01_sp014381545
225,"NQT09651.1,",cobU,JACNLL01_sp013202725
226,"RZB29583.1,",cobU,Eth-SRB1_sp004193555
227,"MBW2663588.1,",cobU,Eth-SRB1_sp019314185
228,"MBW2569627.1,",cobU,Eth-SRB1_sp019313565
229,"MBA3018955.1,",cobU,Seep-SRB1a_sp._1_(str._013792055)
230,"LWX51_14115,",cobU,Seep-SRB1a_sp._2_(str._CR9063A)
231,"LWX08_12760,",cobU,Seep-SRB1a_sp._2_(str._CR9063B)
232,"LWX02_09580,",cobU,Seep-SRB1a_sp._2_(str._CR9063C)
233,"MBC2694148.1,",cobU,Seep-SRB1a_sp._3_(str._014237195)
234,"MBC2718459.1,",cobU,Seep-SRB1a_sp._3_(str._014237365)
235,"LWW98_05100,",cobU,Seep-SRB1a_sp._4_(str._FWG171)
236,"LWW97_08350,",cobU,Seep-SRB1a_sp._4_(str._FWG172)
237,"LCGKHOPJ_00423,",cobU,Seep-SRB1a_sp._5_(str._20073_SRB)
238,0,cobU,Seep-SRB1a_sp._5_(str._20074_SRB)
239,0,cobU,Seep-SRB1a_sp._5_(str._S7142MS3)
240,0,cobU,Seep-SRB1a_sp._5_(str._SM7059A)
241,"QMMZ01000189.1_1,",cobU,Seep-SRB1a_sp._6_(str._003647525)
242,"MBW2742343.1,",cobU,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
243,0,cobU,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
244,0,cobU,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
245,"MBW1746097.1,",cobU,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
246,"OEU45015.1,",cobU,S7086C20_sp001751075
247,"OEU80321.1,",cobU,C00003060_sp001751085
248,"RLB81638.1,",cobU,B60-G16_sp003647275
249,"RLB93664.1,RLC12921.1,RLC07733.1,",cobU,B23-G16_sp003647435
250,"RLB93664.1,RLC12921.1,RLC07733.1,",cobU,B23-G16_sp003647435
251,"tpgHID58495.1,",cobU,DTYH01_sp012961955
252,"NVL89654.1,",cobU,JABXJX01_sp013375375
253,"NVM23048.1,",cobU,JABXJW01_sp013375395
254,"MBW2645765.1,",cobU,Seep-SRB1g_sp._AB_1215_Bin_34
255,"OEU60133.1,",cobU,Seep-SRB1g_(str._C00003104)
256,"OEU55466.1,",cobU,Seep-SRB1g_(str._C00003106)
257,"LWX52_06525,",cobU,Seep-SRB1g_(str._CR10073A)
258,"LWX55_13630,",cobU,Seep-SRB1g_(str._CR10073B)
259,0,cobU,Seep-SRB1g_(str._S7142MS4)
260,0,cbiB,Candidatus_Desulfofervidaceae_sp._1
261,0,cbiB,Candidatus_Desulfofervidaceae_sp._2
262,0,cbiB,Desulfofervidales_sp._FWG156
263,AMM41126.1,cbiB,HotSeep1
264,IEOPGEAI_00796,cbiB,HotSeep1_B50
265,embCAD7777942.1,cbiB,HotSeep1_E37
266,0,cbiB,HotSeep1_E50
267,0,cbiB,HotSeep1_FWG170
268,WP_163299343.1,cbiB,Dissulfurirhabdus_thermomarina_ASM1049943v1
269,WP_169755440.1,cbiB,Dissulfurirhabdus_thermomarina_ASM1297923v1
270,"DIFG01000062.1_3,",cbiB,UBA5754_sp002419025
271,PXF55978.1,cbiB,Seep-SRB2_sp._1_(str._G37)
272,"MBW2097998.1,",cbiB,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
273,"MBW1967418.1,",cbiB,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
274,"MBW1947601.1,",cbiB,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
275,0,cbiB,Seep-SRB2_sp._2_(str._FWG173)
276,"LWX01_06525,",cbiB,Seep-SRB2_sp._2_(str._FWG174)
277,"DFBQ01000144.1_3,",cbiB,Seep-SRB2_sp._3_(str._002367355)
278,"PXF56415.1,",cbiB,Seep-SRB2_sp._4_(str._E20)
279,"RKX58335.1,",cbiB,Seep-SRB2_sp._5_(str._003645605)
280,"MBW2163197.1,",cbiB,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
281,0,cbiB,Seep-SRB2_sp._7_(str._ML8_D)
282,0,cbiB,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
283,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
284,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
285,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
286,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
287,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
288,0,cbiB,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
289,"MBC8200094.1,",cbiB,JACNLL01_sp014381545
290,0,cbiB,JACNLL01_sp013202725
291,"RZB29603.1,",cbiB,Eth-SRB1_sp004193555
292,0,cbiB,Eth-SRB1_sp019314185
293,0,cbiB,Eth-SRB1_sp019313565
294,"MBA3018952.1,",cbiB,Seep-SRB1a_sp._1_(str._013792055)
295,"LWX51_14130,",cbiB,Seep-SRB1a_sp._2_(str._CR9063A)
296,"LWX08_12780,",cbiB,Seep-SRB1a_sp._2_(str._CR9063B)
297,"LWX02_09600,",cbiB,Seep-SRB1a_sp._2_(str._CR9063C)
298,0,cbiB,Seep-SRB1a_sp._3_(str._014237195)
299,0,cbiB,Seep-SRB1a_sp._3_(str._014237365)
300,0,cbiB,Seep-SRB1a_sp._4_(str._FWG171)
301,"LWW97_10075,",cbiB,Seep-SRB1a_sp._4_(str._FWG172)
302,0,cbiB,Seep-SRB1a_sp._5_(str._20073_SRB)
303,0,cbiB,Seep-SRB1a_sp._5_(str._20074_SRB)
304,"MBT9438871.1,",cbiB,Seep-SRB1a_sp._5_(str._S7142MS3)
305,0,cbiB,Seep-SRB1a_sp._5_(str._SM7059A)
306,"QMMZ01000189.1_4,",cbiB,Seep-SRB1a_sp._6_(str._003647525)
307,"MBW2739340.1,",cbiB,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
308,0,cbiB,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
309,0,cbiB,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
310,0,cbiB,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
311,0,cbiB,S7086C20_sp001751075
312,"OEU78629.1,",cbiB,C00003060_sp001751085
313,"RLB81643.1,",cbiB,B60-G16_sp003647275
314,"RLB93670.1,RLC10447.1,RLC07209.1,RLC12915.1,",cbiB,B23-G16_sp003647435
315,"RLB93670.1,RLC10447.1,RLC07209.1,RLC12915.1,",cbiB,B23-G16_sp003647435
316,"tpgHID58501.1,",cbiB,DTYH01_sp012961955
317,"NVL89658.1,",cbiB,JABXJX01_sp013375375
318,"NVM23347.1,",cbiB,JABXJW01_sp013375395
319,0,cbiB,Seep-SRB1g_sp._AB_1215_Bin_34
320,0,cbiB,Seep-SRB1g_(str._C00003104)
321,"OEU55468.1,",cbiB,Seep-SRB1g_(str._C00003106)
322,"LWX52_06535,",cbiB,Seep-SRB1g_(str._CR10073A)
323,"LWX55_13620,",cbiB,Seep-SRB1g_(str._CR10073B)
324,0,cbiB,Seep-SRB1g_(str._S7142MS4)
325,0,cbiC,Candidatus_Desulfofervidaceae_sp._1
326,0,cbiC,Candidatus_Desulfofervidaceae_sp._2
327,0,cbiC,Desulfofervidales_sp._FWG156
328,0,cbiC,HotSeep1
329,0,cbiC,HotSeep1_B50
330,0,cbiC,HotSeep1_E37
331,0,cbiC,HotSeep1_E50
332,0,cbiC,HotSeep1_FWG170
333,0,cbiC,Dissulfurirhabdus_thermomarina_ASM1049943v1
334,0,cbiC,Dissulfurirhabdus_thermomarina_ASM1297923v1
335,0,cbiC,UBA5754_sp002419025
336,PXF53724.1,cbiC,Seep-SRB2_sp._1_(str._G37)
337,0,cbiC,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
338,"MBW1965789.1,",cbiC,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
339,0,cbiC,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
340,"LWW99_11480,",cbiC,Seep-SRB2_sp._2_(str._FWG173)
341,"LWX01_06480,",cbiC,Seep-SRB2_sp._2_(str._FWG174)
342,"DFBQ01000134.1_11,",cbiC,Seep-SRB2_sp._3_(str._002367355)
343,"PXF58400.1,PXF55223.1,",cbiC,Seep-SRB2_sp._4_(str._E20)
344,"RKX62774.1,",cbiC,Seep-SRB2_sp._5_(str._003645605)
345,"MBW2163206.1,",cbiC,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
346,0,cbiC,Seep-SRB2_sp._7_(str._ML8_D)
347,0,cbiC,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
348,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
349,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
350,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
351,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
352,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
353,0,cbiC,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
354,0,cbiC,JACNLL01_sp014381545
355,0,cbiC,JACNLL01_sp013202725
356,"RZB29595.1,",cbiC,Eth-SRB1_sp004193555
357,0,cbiC,Eth-SRB1_sp019314185
358,"MBW2569833.1,",cbiC,Eth-SRB1_sp019313565
359,0,cbiC,Seep-SRB1a_sp._1_(str._013792055)
360,"LWX51_13635,",cbiC,Seep-SRB1a_sp._2_(str._CR9063A)
361,"LWX08_04840,",cbiC,Seep-SRB1a_sp._2_(str._CR9063B)
362,"LWX02_02160,",cbiC,Seep-SRB1a_sp._2_(str._CR9063C)
363,0,cbiC,Seep-SRB1a_sp._3_(str._014237195)
364,0,cbiC,Seep-SRB1a_sp._3_(str._014237365)
365,0,cbiC,Seep-SRB1a_sp._4_(str._FWG171)
366,"LWW97_03970,",cbiC,Seep-SRB1a_sp._4_(str._FWG172)
367,0,cbiC,Seep-SRB1a_sp._5_(str._20073_SRB)
368,0,cbiC,Seep-SRB1a_sp._5_(str._20074_SRB)
369,0,cbiC,Seep-SRB1a_sp._5_(str._S7142MS3)
370,0,cbiC,Seep-SRB1a_sp._5_(str._SM7059A)
371,0,cbiC,Seep-SRB1a_sp._6_(str._003647525)
372,0,cbiC,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
373,"MBW2164893.1,",cbiC,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
374,"MBW1833467.1,",cbiC,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
375,"MBW1745143.1,",cbiC,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
376,0,cbiC,S7086C20_sp001751075
377,"OEU80326.1,",cbiC,C00003060_sp001751085
378,"RLB81630.1,",cbiC,B60-G16_sp003647275
379,"RLC12906.1,",cbiC,B23-G16_sp003647435
380,"RLC12906.1,",cbiC,B23-G16_sp003647435
381,"tpgHID59121.1,",cbiC,DTYH01_sp012961955
382,0,cbiC,JABXJX01_sp013375375
383,"NVM23597.1,",cbiC,JABXJW01_sp013375395
384,0,cbiC,Seep-SRB1g_sp._AB_1215_Bin_34
385,"OEU59436.1,",cbiC,Seep-SRB1g_(str._C00003104)
386,"OEU52233.1,",cbiC,Seep-SRB1g_(str._C00003106)
387,"LWX52_03550,",cbiC,Seep-SRB1g_(str._CR10073A)
388,"LWX55_06250,",cbiC,Seep-SRB1g_(str._CR10073B)
389,"MBT9448066.1,",cbiC,Seep-SRB1g_(str._S7142MS4)
