Gene	WT_20nM/5uM	pdxBJ_20nM/5uM	pdxBJ/WT_20nM
b3781	0.347746695	-0.131546827	-0.102913422
b0849	-0.114280786	-0.038508458	0.146320039
b1064	0.188125538	0.153749909	-0.164120795
b1654	0.272414453	-0.373270489	-0.555767968
b2762	-1.031312092	1.070801695	4.3320831
b3610	0.17642053	-0.360141981	-0.780448805
b3253	0.502615569	-0.076274431	-0.31712358
b1489	-0.629134535	0.347505014	1.034909349
b3032	-0.103145579	-0.414370433	-1.485705292
b1489	-0.629134535	0.347505014	1.034909349
b0114	0.211321057	-1.020489438	-0.867048831
b0115	0.294984927	-0.596009922	-0.343598623
b0116	0.458685068	-0.695957379	-0.538553992
b1638	0.276991956	-0.159851497	-0.153368566
b2564	0.455540587	-0.434857574	-8.119264621
b0766	0.351825206	-0.185936554	0.299869572
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b1386	-0.959216532	0.226091539	0.959753102
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2320	0.423999578	-0.458424707	-9.508061574
b3546	0.356569548	-0.065871105	0.073543547
b3546	0.356569548	-0.065871105	0.073543547
b1723	0.318410564	0.320143838	0.492563249
b3916	0.656071332	0.099966914	-0.882178465
b3916	0.656071332	0.099966914	-0.882178465
b3916	0.656071332	0.099966914	-0.882178465
b0902	0.332304295	-0.117400872	-0.455554865
b0903	0.198720525	-0.844531605	-1.542901758
b2579	0.302395998	-0.47775341	-1.156257352
b3114	-0.631307522	0.184128763	0.121154238
b3951	-0.504871903	0.082463322	0.174654675
b3952	-0.533984661	0.178651528	0.697095057
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b3176	0.300904519	-0.557455963	-0.958380177
b2913	0.40264286	-0.378352686	-0.369865413
b4025	0.243385422	-0.410510688	-0.96367862
b2926	0.306847253	0.026239725	-0.444129463
b0767	0.357954407	-0.096262321	0.44021914
b3385	0.238854978	-0.264752199	-0.444553816
b0755	-0.093972452	-0.804763219	-1.590307926
b3612	0.677248668	-0.326916331	-1.637776077
b0688	0.396545427	-0.07905917	-0.426369488
b1317	-1.071305879	0.392162758	0.642158597
b2690	0.373663312	-0.002803985	-0.429725145
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0914	0.567591142	-0.060859301	-0.913206679
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b0418	-0.021903367	0.517749818	-0.129379039
b1278	0.103657551	0.770296852	0.419316722
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b1912	0.150415598	0.232091745	0.187569292
b2873	-1.110127753	0.508960015	0.955249355
b2197	0.720564172	-0.887249276	-2.025752475
b2198	0.765021961	-0.935504908	-2.107326853
b2199	0.869387749	-0.668358952	-1.741807704
b2200	0.595916277	-0.180797216	-1.007639468
b2201	0.58361336	-0.338683249	-1.199719164
b0112	0.46588198	-1.264834703	-0.53633926
b0576	0.668152054	-0.461706182	-0.151722774
b0928	0.419194767	-0.512905178	-0.135210621
b3770	0.749338668	0.903021387	1.316602264
b4054	0.341470137	-0.331858028	-0.044082323
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1473	0.320892295	-0.115095043	-0.209709755
b0980	0.022843825	0.207068008	0.310100275
b2987	-0.890916548	-0.233425448	0.348137178
b3493	0.567906577	-0.848616628	-1.04960015
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4020	0.095910173	0.134954979	-0.094450561
b3725	0.283018218	0.117943726	0.088711368
b3726	0.274814182	0.037171238	0.195731164
b3727	0.180656404	-0.094541408	0.093300834
b3728	0.280237492	-0.853779235	-0.05454258
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b3821	0.363020749	-0.14153896	-0.305835931
b2048	-0.72546973	2.093427544	1.690513484
b0844	0.24525632	0.265629889	0.336291185
b3812	0.259950203	-0.043518294	0.161418627
b3412	0.159723852	-0.382245293	-0.371347583
b2103	0.314772399	0.30501191	0.718932629
b1103	0.378281467	0.013271843	0.229310914
b3974	0.390624646	-0.366351215	-0.133877925
b3258	0.114281081	-0.038353024	0.026394588
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1010	-1.130826146	-0.296490944	0.334061248
b0684	0.345539111	0.012953778	-0.328309188
b1378	0.456884829	0.239105257	-0.529671638
b2895	0.140818633	-0.275125845	-0.588490322
b0871	0.155814065	0.646276394	0.16473968
b2502	0.223587129	-0.046770694	-0.546402461
b2744	0.153332197	-0.115242635	-0.163924964
b4226	0.446629752	-0.844521327	-0.982635807
b2502	0.223587129	-0.046770694	-0.546402461
b2744	0.153332197	-0.115242635	-0.163924964
b3115	-1.095883735	-0.04245038	-0.029502161
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1015	0.305838363	-1.152265498	-0.228001562
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0369	0.40171643	-0.236774934	-1.001670555
b3956	0.278815524	-0.104334218	-0.328273169
b3639	0.380457215	-0.106968861	-0.582103264
b3403	0.175986748	-0.894744678	-1.701945674
b2920	-0.533197585	-0.018668275	0.377917942
b0325	0.140471235	0.730572459	0.115378872
b3650	0.272909149	0.108394125	-0.607094535
b2501	0.127321513	0.309913005	-0.268238139
b2501	0.127321513	0.309913005	-0.268238139
b4383	0.222260951	-0.127368238	-0.818741665
b4383	0.222260951	-0.127368238	-0.818741665
b3639	0.380457215	-0.106968861	-0.582103264
b2600	-0.249596966	-1.547796666	-1.222343252
b2599	0.324834585	-0.347196216	-0.125120094
b3850	0.25373396	-0.04380407	-0.442647174
b3850	0.25373396	-0.04380407	-0.442647174
b2538	-0.204558368	0.453269052	1.346095782
b2539	-0.095376573	0.382443786	1.078971567
b2540	0.05973382	0.451264337	0.802501507
b2542	-0.10248346	0.114166066	0.661157823
b2536	0.080947592	-0.333506304	0.134105843
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1702	0.42598479	-0.612985833	-0.166355626
b0383	0.336154067	-0.07032033	-0.006132627
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4005	-0.043520846	-1.167106642	-1.518344609
b1262	0.166326604	-0.511195667	0.25165736
b2499	0.280691518	-2.217587523	-2.538762457
b2026	0.070136277	-1.448229717	-1.150927085
b2476	0.274701605	-1.67910436	-1.701384956
b2026	0.070136277	-1.448229717	-1.150927085
b4092	-0.083113975	0.253258605	0.67481298
b2557	-0.085515518	-1.750480482	-2.185814899
b2024	0.242455558	-0.807693849	-0.45174253
b2677	0.095787042	-0.504772142	-0.785109042
b2678	-0.302644149	-0.325670974	-0.270880396
b2679	0.057286099	-0.857362389	-0.963377711
b1014	0.544511995	-1.426951809	-0.254868598
b3540	0.325598701	-1.134430665	-0.633259365
b3541	0.388685578	-0.858665214	-0.208497304
b3542	0.450045685	-0.586714925	0.12535561
b3543	0.440783128	-0.182120659	0.531640483
b3544	0.387216832	-0.833918365	-0.701660488
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0402	0.577115068	-0.044410621	-0.496407351
b4111	0.051015525	0.166571862	0.143026717
b1015	0.305838363	-1.152265498	-0.228001562
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1207	0.501350053	-0.131702899	-0.782973072
b3370	-1.979573349	0.007821045	0.228476545
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0908	0.328142589	-0.216012962	-0.471183448
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b4160	0.351386057	-0.362589694	-0.674078809
b0907	0.33646975	-0.341087387	-0.256091147
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4388	0.585056381	-0.488079311	-0.027935008
b0383	0.336154067	-0.07032033	-0.006132627
b4055	0.331922509	-0.541068231	-0.803378944
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2585	0.445930072	0.14551984	-0.358800747
b2166	-0.850360257	-0.543467289	0.52581198
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2164	-0.332815786	0.583245277	0.863047629
b2297	0.543132339	-0.510986451	-1.45212885
b2297	0.543132339	-0.510986451	-1.45212885
b2458	-0.852149666	0.072530799	0.65377579
b0383	0.336154067	-0.07032033	-0.006132627
b4055	0.331922509	-0.541068231	-0.803378944
b3634	0.71065369	-0.901611611	-0.950027206
b0854	0.433183436	-1.016331813	-0.358318863
b0855	0.178004549	-1.337504488	-0.557326741
b0856	-0.102673192	-0.544246359	0.183835801
b0857	-0.112675842	0.262526875	0.808722854
b1123	0.104703086	-0.446304671	-0.811824021
b1124	0.319568335	-0.512396519	-0.973565854
b1125	0.619837486	-0.28615148	-1.203734095
b1126	0.507743556	-0.152033094	-1.035599045
b1440	0.130645761	-0.007683002	-0.616565437
b1441	0.473863864	1.018807969	0.457511177
b1442	0.225666552	1.342574187	1.2064366
b1443	0.059222072	1.298204479	1.735418875
b0692	-0.301322475	0.619247536	0.928972143
b0692	-0.301322475	0.619247536	0.928972143
b1296	-0.340243412	-0.285369343	0.538139119
b2014	1.226339965	-0.998162731	-1.333430052
b3073	0.134282868	0.695063467	0.864586137
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1021	-0.19245152	-0.763333438	-0.612778904
b1022	-0.797731018	-0.900909563	-0.567892309
b1021	-0.19245152	-0.763333438	-0.612778904
b1022	-0.797731018	-0.900909563	-0.567892309
b4384	0.176690521	-0.431539474	-0.916480036
b4384	0.176690521	-0.431539474	-0.916480036
b2407	-1.076234474	-0.382414636	0.774003938
b4384	0.176690521	-0.431539474	-0.916480036
b2407	-1.076234474	-0.382414636	0.774003938
b4384	0.176690521	-0.431539474	-0.916480036
b2407	-1.076234474	-0.382414636	0.774003938
b4384	0.176690521	-0.431539474	-0.916480036
b2407	-1.076234474	-0.382414636	0.774003938
b4384	0.176690521	-0.431539474	-0.916480036
b2407	-1.076234474	-0.382414636	0.774003938
b1638	0.276991956	-0.159851497	-0.153368566
b2418	0.499835682	-0.117626765	-0.300995242
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1636	0.193372678	-0.146838677	-0.465571566
b2418	0.499835682	-0.117626765	-0.300995242
b2418	0.499835682	-0.117626765	-0.300995242
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0446	0.076394179	0.139269842	0.189798469
b0675	0.480110827	0.041439123	-0.237558674
b0766	0.351825206	-0.185936554	0.299869572
b3826	0.346148398	0.375524245	0.008030165
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1676	0.33202122	-0.271234782	-1.33095854
b1854	0.662692479	0.087763946	-0.827814749
b1854	0.662692479	0.087763946	-0.827814749
b1854	0.662692479	0.087763946	-0.827814749
b1854	0.662692479	0.087763946	-0.827814749
b1854	0.662692479	0.087763946	-0.827814749
b3831	0.165198916	-0.357740786	-0.888369581
b1007	-0.605960731	-0.198080007	0.169176495
b1012	0.066859429	-3.292039319	-1.572094459
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3029	0.22268876	-0.163464946	-0.419195068
b3029	0.22268876	-0.163464946	-0.419195068
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1692	-0.021290408	0.256769504	1.241703483
b1692	-0.021290408	0.256769504	1.241703483
b0750	0.225509172	-0.701295246	-0.576086896
b4094	-1.196326268	0.259123023	0.919879142
b0675	0.480110827	0.041439123	-0.237558674
b0822	0.392701416	-0.264416761	-0.394658973
b2293	0.340099806	0.104337725	0.600181041
b2690	0.373663312	-0.002803985	-0.429725145
b3697	0.407715555	-0.010926339	-0.258330721
b0383	0.336154067	-0.07032033	-0.006132627
b4055	0.331922509	-0.541068231	-0.803378944
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0025	0.300602175	0.432105128	0.185680597
b0415	0.350853186	0.120017451	-0.388688131
b1662	0.452405121	-0.199442393	-0.106632736
b3752	0.29135803	-0.083257377	-1.121234438
b0061	-1.191845033	0.144443681	-0.042483266
b3583	-0.697269843	-0.074500451	0.047375274
b4198	-0.503469492	-0.174984875	0.2011659
b1394	-0.607371345	0.46237958	0.64014071
b0462	0.133611273	-0.088681461	0.07019348
b0463	0.389083089	-0.099050424	0.157481782
b2470	-0.011826207	0.042361911	0.022771734
b3035	0.541090416	0.067552643	-0.585637391
b3629	-0.071627785	-0.026713773	-0.27272043
b2687	0.329822326	0.066036016	-0.225215195
b2247	-0.541098606	-0.254911661	0.149333778
b3748	-0.210416379	-0.680506824	-1.232775892
b3749	-0.057709203	-0.542513443	-1.101675538
b3750	0.469431466	-0.059571228	-1.300187887
b3751	0.269899342	-0.484000324	-1.395573607
b4086	-0.498751479	0.25792677	-0.238391929
b4087	-1.055253845	0.302593878	0.494630881
b4088	0.290883827	-0.315204133	-0.689667538
b4227	-0.148373165	-1.292564728	-1.221645112
b4230	-0.38126952	0.224325888	0.532604206
b4231	-0.606242759	0.191395534	0.573295405
b4485	-0.355653707	-0.151750964	-0.020497737
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3907	-1.237288031	-0.479863621	0.574282567
b3902	-3.135554953	0.108978662	1.470519763
b2234	0.72594038	-0.733531721	-1.154781348
b2235	0.264547063	-0.767860558	-0.963085001
b2582	0.113678751	-1.021554325	-1.205539822
b3781	0.347746695	-0.131546827	-0.102913422
b0849	-0.114280786	-0.038508458	0.146320039
b1064	0.188125538	0.153749909	-0.164120795
b1654	0.272414453	-0.373270489	-0.555767968
b2675	0.01038741	0.598303416	-1.063328159
b2676	-0.205111815	0.186051214	-1.088866367
b3610	0.17642053	-0.360141981	-0.780448805
b2234	0.72594038	-0.733531721	-1.154781348
b2235	0.264547063	-0.767860558	-0.963085001
b2582	0.113678751	-1.021554325	-1.205539822
b3781	0.347746695	-0.131546827	-0.102913422
b0849	-0.114280786	-0.038508458	0.146320039
b1064	0.188125538	0.153749909	-0.164120795
b1654	0.272414453	-0.373270489	-0.555767968
b2675	0.01038741	0.598303416	-1.063328159
b2676	-0.205111815	0.186051214	-1.088866367
b3610	0.17642053	-0.360141981	-0.780448805
b2234	0.72594038	-0.733531721	-1.154781348
b2235	0.264547063	-0.767860558	-0.963085001
b2582	0.113678751	-1.021554325	-1.205539822
b3781	0.347746695	-0.131546827	-0.102913422
b0849	-0.114280786	-0.038508458	0.146320039
b1064	0.188125538	0.153749909	-0.164120795
b1654	0.272414453	-0.373270489	-0.555767968
b2675	0.01038741	0.598303416	-1.063328159
b2676	-0.205111815	0.186051214	-1.088866367
b3610	0.17642053	-0.360141981	-0.780448805
b2234	0.72594038	-0.733531721	-1.154781348
b2235	0.264547063	-0.767860558	-0.963085001
b2582	0.113678751	-1.021554325	-1.205539822
b3781	0.347746695	-0.131546827	-0.102913422
b0849	-0.114280786	-0.038508458	0.146320039
b1064	0.188125538	0.153749909	-0.164120795
b1654	0.272414453	-0.373270489	-0.555767968
b2675	0.01038741	0.598303416	-1.063328159
b2676	-0.205111815	0.186051214	-1.088866367
b3610	0.17642053	-0.360141981	-0.780448805
b0684	0.345539111	0.012953778	-0.328309188
b2895	0.140818633	-0.275125845	-0.588490322
b3924	0.082387472	-0.490766565	-0.338533753
b4237	0.247746786	0.433673289	0.110007228
b4238	0.752577052	0.12472497	-0.774299226
b0684	0.345539111	0.012953778	-0.328309188
b2895	0.140818633	-0.275125845	-0.588490322
b3924	0.082387472	-0.490766565	-0.338533753
b4237	0.247746786	0.433673289	0.110007228
b4238	0.752577052	0.12472497	-0.774299226
b0684	0.345539111	0.012953778	-0.328309188
b2895	0.140818633	-0.275125845	-0.588490322
b3924	0.082387472	-0.490766565	-0.338533753
b4237	0.247746786	0.433673289	0.110007228
b4238	0.752577052	0.12472497	-0.774299226
b0684	0.345539111	0.012953778	-0.328309188
b2895	0.140818633	-0.275125845	-0.588490322
b3924	0.082387472	-0.490766565	-0.338533753
b4237	0.247746786	0.433673289	0.110007228
b4238	0.752577052	0.12472497	-0.774299226
b3386	0.316820123	-0.243578861	-0.569079955
b2914	0.432141338	-0.292562281	-0.993933232
b4090	-0.217041407	0.335888309	0.832630762
b4095	-1.688803644	-0.111251608	0.068099183
b2293	0.340099806	0.104337725	0.600181041
b0052	0.114971138	-0.064880791	0.07590778
b0638	0.166315143	0.374448678	0.141339351
b1679	-0.38722733	0.733743096	0.293885324
b1680	-0.402677704	0.508276807	0.249488809
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1679	-0.38722733	0.733743096	0.293885324
b1680	-0.402677704	0.508276807	0.249488809
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1679	-0.38722733	0.733743096	0.293885324
b1680	-0.402677704	0.508276807	0.249488809
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1684	-0.473116887	-0.131778948	-0.330743587
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1681	-0.427336014	0.355677133	0.01948187
b1682	-0.447926176	0.177754474	-0.061404331
b1683	-0.435258517	-0.025954401	-0.180371091
b1684	-0.473116887	-0.131778948	-0.330743587
b0222	0.4678566	-0.423250217	-0.689886955
b1745	-0.307643361	0.559754741	1.110931542
b2751	-1.067849756	0.354211542	3.543027355
b2752	-0.796170993	0.148791564	2.95733476
b1059	0.439743008	-0.026365716	0.641107171
b2705	0.200652654	-0.330834351	-0.711892765
b2415	0.275929316	0.065712667	-0.266131736
b2416	0.241073785	-0.10224412	-0.713379671
b2702	-0.598915732	-1.367404691	-2.203643738
b2703	-0.35629011	-0.851780216	-1.00982663
b2704	-0.000251616	-0.451986951	-0.88294539
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1679	-0.38722733	0.733743096	0.293885324
b1680	-0.402677704	0.508276807	0.249488809
b2472	0.311962354	0.058487859	-0.157265337
b0907	0.33646975	-0.341087387	-0.256091147
b1302	-0.375965228	0.190155844	1.658963222
b1748	-0.505159497	-1.450730236	-0.500147163
b2662	0.131599457	0.934440097	1.032391987
b3359	0.648621793	-2.257859519	-2.191959289
b2422	-0.982971429	0.982864971	3.774695631
b2423	-0.89633404	0.953700454	3.529534877
b2424	-0.803935848	0.406744005	2.780726364
b2425	-0.544098952	0.067677163	2.0903836
b3917	-0.650111602	-1.217722559	2.265784447
b1764	0.188066463	-0.638439844	-1.134431471
b1587	0.536818098	-0.097224576	-1.025209422
b1588	0.680238861	-0.44029664	-1.4109889
b1589	0.315774151	-0.967212711	-1.529912243
b1590	0.100963793	-0.379550757	-0.747822053
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2264	0.337118676	0.134995418	-0.763468835
b0586	-0.044974986	-0.410443217	-0.391374243
b3607	0.071622344	-0.244157408	-0.297170085
b2366	0.110140531	-0.118860991	-0.058470117
b1814	0.13647569	-0.480417805	-0.914691719
b2797	-0.050001549	-0.00014617	-0.348447058
b3117	-0.29373166	-0.376194974	-1.958508473
b3708	0.592650115	-0.685636209	-1.635822953
b2796	0.544600831	0.1100774	-0.36629286
b3116	-0.116342017	0.29666599	-0.051777107
b3089	0.246664012	-0.714922841	-0.806582644
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1533	-0.085295966	-0.148269769	0.668422818
b0355	0.282392637	-0.076637881	-0.039957984
b2154	0.104206082	-0.821702135	-1.209316214
b1744	-1.004660531	0.739529484	1.858322388
b1746	-0.496679727	0.089812044	0.612146376
b2263	0.421965069	-0.173787079	-0.366378758
b3368	0.587480555	0.486986543	0.422179927
b3368	0.587480555	0.486986543	0.422179927
b2660	-0.052909039	0.604255612	0.556535758
b1692	-0.021290408	0.256769504	1.241703483
b3281	0.243228141	0.12341443	0.107636858
b0388	0.039563263	-0.531096526	-0.404884278
b3390	0.252482853	-0.045242775	-0.138038129
b3939	0.112008068	-0.183418449	0.200433173
